Customer ID,Age,Gender,Annual Income,Spending Score
2890,62,Female,29444,77
2891,84,Female,103265,49
2892,44,Female,39622,98
2893,40,Male,168821,20
2894,58,Male,65036,20
2895,71,Female,35831,11
2896,50,Male,110401,69
2897,45,Male,116854,33
2898,81,Male,40201,40
2899,50,Male,155599,82
2900,74,Female,112347,42
2901,26,Male,179171,1
2902,51,Female,176532,83
2903,60,Male,79239,64
2904,25,Male,162736,3
2905,43,Female,123598,27
2906,22,Female,165667,67
2907,82,Male,41749,60
2908,42,Female,91497,79
2909,53,Female,27064,100
2910,39,Female,188820,23
2911,56,Male,29435,57
2912,42,Female,30823,82
2913,27,Male,95025,7
2914,38,Female,192146,99
2915,70,Male,33513,14
2916,75,Female,131414,37
2917,73,Male,57806,38
2918,86,Male,170067,37
2919,37,Female,169807,37
2920,30,Female,192797,14
2921,31,Female,57776,97
2922,41,Female,76321,30
2923,38,Female,168448,89
2924,81,Female,136365,69
2925,60,Female,124147,67
2926,45,Female,137608,74
2927,73,Female,150387,44
2928,79,Female,158192,86
2929,71,Male,192412,5
2930,76,Male,37583,5
2931,82,Male,58787,85
2932,42,Female,57558,36
2933,50,Male,60462,22
2934,72,Male,181578,36
2935,23,Male,55977,89
2936,85,Male,22507,48
2937,70,Female,95628,60
2938,60,Female,34598,98
2939,42,Female,168458,29
2940,87,Female,127097,8
2941,83,Male,170103,84
2942,41,Female,29921,43
2943,60,Male,48106,61
2944,25,Male,180754,88
2945,88,Male,120893,1
2946,66,Female,71941,3
2947,81,Male,71080,54
2948,22,Female,124942,7
2949,61,Male,115624,85
2950,31,Female,167554,61
2951,77,Male,39291,40
2952,46,Male,91894,61
2953,77,Female,26833,85
2954,84,Female,157750,13
2955,36,Female,171879,80
2956,30,Male,72390,36
2957,44,Female,149341,98
2958,89,Female,86202,53
2959,47,Female,142102,73
2960,63,Male,173324,54
2961,83,Female,155515,83
2962,81,Female,168011,81
2963,51,Female,89063,60
2964,21,Female,101679,89
2965,46,Female,21914,84
2966,43,Male,189992,76
2967,78,Male,119372,92
2968,82,Male,38100,56
2969,84,Male,154764,69
2970,65,Female,117343,20
2971,24,Male,43914,23
2972,40,Female,56978,93
2973,32,Female,147952,2
2974,29,Female,138993,91
2975,82,Female,57620,8
2976,47,Male,149722,50
2977,33,Male,187242,99
2978,27,Male,170020,53
2979,90,Female,138727,15
2980,31,Male,71009,2
2981,37,Male,118439,76
2982,27,Female,142090,49
2983,79,Male,68983,59
2984,42,Female,72121,86
2985,60,Female,20960,84
2986,20,Male,120530,76
2987,45,Female,103857,25
2988,85,Male,156209,56
2989,53,Male,144683,62
2990,25,Male,74602,60
2991,67,Male,30910,78
2992,69,Female,79585,82
2993,75,Male,85833,45
2994,71,Female,150304,99
2995,22,Male,172948,70
2996,55,Female,155192,27
2997,69,Female,178038,2
2998,58,Male,157780,46
2999,43,Male,199214,5
3000,75,Male,49753,38
3001,32,Female,74035,69
3002,34,Male,168635,65
3003,81,Male,77518,5
3004,31,Male,176896,71
3005,24,Female,47282,37
3006,88,Female,86349,36
3007,56,Male,60409,80
3008,80,Male,153831,10
3009,33,Male,186592,95
3010,39,Female,134944,53
3011,59,Male,40259,59
3012,48,Male,72012,88
3013,87,Male,171549,45
3014,78,Female,57075,46
3015,61,Male,105266,88
3016,25,Female,164325,49
3017,74,Male,130880,3
3018,64,Female,20543,69
3019,88,Female,101571,57
3020,59,Male,149597,45
3021,54,Male,54954,8
3022,76,Male,68178,46
3023,41,Female,82803,11
3024,39,Male,84715,40
3025,29,Male,192127,91
3026,49,Female,199573,13
3027,81,Male,178484,82
3028,70,Female,183598,65
3029,18,Male,72866,15
3030,30,Female,175562,93
3031,90,Female,102626,15
3032,81,Female,44514,41
3033,74,Female,28980,33
3034,31,Male,172219,36
3035,44,Male,90053,95
3036,32,Female,20445,58
3037,47,Female,149535,31
3038,80,Male,77981,63
3039,85,Female,133327,93
3040,30,Female,126395,16
3041,39,Male,126426,41
3042,26,Male,47815,37
3043,54,Male,148233,15
3044,38,Female,33980,75
3045,20,Male,59274,94
3046,69,Female,49782,89
3047,56,Male,126556,60
3048,32,Female,110857,67
3049,43,Male,33278,51
3050,34,Male,128016,94
3051,58,Male,32288,79
3052,38,Male,187068,1
3053,19,Female,33037,76
3054,76,Male,69036,60
3055,48,Male,125023,25
3056,63,Male,188891,21
3057,64,Male,149621,80
3058,39,Male,146899,83
3059,43,Female,155757,38
3060,88,Male,47127,14
3061,44,Male,104453,71
3062,77,Female,151246,36
3063,87,Male,22866,58
3064,31,Female,150792,91
3065,40,Male,50027,77
3066,89,Male,193167,10
3067,18,Female,170203,52
3068,40,Male,27323,54
3069,56,Male,117101,55
3070,26,Female,38363,72
3071,26,Female,125880,17
3072,39,Male,167252,24
3073,26,Male,49997,71
3074,40,Male,177037,60
3075,30,Male,116314,18
3076,75,Female,143867,60
3077,69,Male,157043,97
3078,70,Male,160342,63
3079,53,Male,36538,17
3080,86,Female,120223,45
3081,39,Female,186160,27
3082,84,Female,132355,82
3083,21,Female,63239,95
3084,85,Female,37248,26
3085,39,Male,41327,100
3086,36,Male,39531,68
3087,30,Female,178991,67
3088,44,Male,182804,76
3089,90,Male,145731,61
3090,22,Male,28911,9
3091,39,Male,48250,30
3092,29,Female,163619,53
3093,65,Female,135754,97
3094,21,Male,96774,94
3095,69,Male,124624,76
3096,86,Male,125101,94
3097,62,Male,110433,36
3098,52,Male,167707,93
3099,54,Female,68449,17
3100,61,Male,178508,56
3101,49,Female,94482,66
3102,59,Female,33677,24
3103,86,Female,170970,33
3104,76,Female,112308,52
3105,53,Male,112830,56
3106,39,Male,37831,79
3107,38,Female,23738,2
3108,49,Female,25395,61
3109,79,Female,179076,13
3110,29,Male,93689,35
3111,77,Male,70545,47
3112,40,Female,52334,39
3113,60,Male,48997,50
3114,75,Male,31232,6
3115,48,Female,37643,97
3116,19,Male,146976,8
3117,34,Female,24639,8
3118,61,Female,152029,73
3119,27,Female,51953,13
3120,73,Female,20402,48
3121,37,Female,193712,88
3122,26,Male,170583,2
3123,19,Female,132045,17
3124,52,Female,140793,53
3125,31,Male,188489,18
3126,88,Male,179156,91
3127,59,Female,134833,20
3128,60,Male,63097,100
3129,32,Male,48600,54
3130,86,Male,82118,25
3131,72,Male,185747,89
3132,58,Male,174766,77
3133,29,Female,98531,7
3134,49,Female,37168,68
3135,57,Male,47900,53
3136,41,Male,184405,56
3137,61,Male,32850,79
3138,65,Male,174215,76
3139,48,Male,191809,38
3140,27,Male,176979,57
3141,77,Male,80506,63
3142,53,Female,181040,29
3143,78,Female,173818,61
3144,85,Male,174206,73
3145,65,Female,177888,45
3146,18,Female,124274,98
3147,78,Female,111665,52
3148,83,Female,40526,23
3149,76,Female,123900,89
3150,35,Male,46998,34
3151,20,Male,136152,68
3152,47,Female,91085,29
3153,90,Male,72766,79
3154,29,Male,71559,69
3155,68,Female,97277,62
3156,70,Male,72996,53
3157,53,Female,181849,57
3158,25,Male,141681,2
3159,49,Female,92558,20
3160,18,Female,38303,57
3161,26,Female,50066,92
3162,22,Female,172552,48
3163,49,Female,105730,88
3164,51,Female,94191,85
3165,44,Female,164564,18
3166,77,Female,186744,54
3167,21,Male,109217,56
3168,32,Male,145504,11
3169,36,Female,50824,28
3170,44,Male,132809,4
3171,37,Male,108494,79
3172,27,Male,143565,85
3173,34,Male,180227,75
3174,46,Female,48972,2
3175,87,Male,170113,40
3176,85,Male,43583,45
3177,56,Female,81251,96
3178,51,Female,55473,15
3179,56,Male,177413,42
3180,26,Male,112177,99
3181,42,Female,77552,70
3182,69,Male,60363,95
3183,29,Male,179407,72
3184,62,Female,98788,98
3185,54,Female,167059,3
3186,70,Male,30218,91
3187,33,Female,113515,90
3188,24,Female,176544,29
3189,81,Male,163567,42
3190,83,Female,133374,20
3191,18,Male,197622,26
3192,46,Male,151302,48
3193,49,Female,146540,58
3194,27,Male,91704,38
3195,65,Male,32329,52
3196,33,Female,110345,71
3197,25,Male,169034,21
3198,35,Female,190372,48
3199,33,Male,57756,42
3200,79,Male,79969,28
3201,71,Male,181114,29
3202,29,Female,70145,54
3203,87,Female,138361,34
3204,35,Male,93404,92
3205,86,Female,199141,32
3206,72,Male,167283,74
3207,22,Female,115032,35
3208,20,Female,99672,45
3209,69,Male,44988,100
3210,34,Male,150561,15
3211,41,Female,162207,25
3212,85,Female,113099,19
3213,51,Male,69299,87
3214,67,Male,40579,31
3215,83,Male,149280,31
3216,34,Female,147407,17
3217,39,Female,175787,73
3218,18,Male,143504,60
3219,49,Female,104303,4
3220,80,Male,187766,38
3221,74,Female,62089,87
3222,21,Male,75949,47
3223,25,Female,88106,58
3224,49,Male,80811,53
3225,75,Male,80555,28
3226,32,Female,98739,95
3227,22,Female,95326,27
3228,83,Male,25186,30
3229,50,Male,75016,2
3230,25,Female,157147,37
3231,68,Male,89439,76
3232,72,Male,156751,32
3233,52,Female,197076,97
3234,33,Male,163359,60
3235,50,Female,46454,88
3236,71,Female,71975,69
3237,59,Female,69600,72
3238,50,Male,53912,1
3239,35,Female,168451,12
3240,65,Male,185861,26
3241,42,Male,195654,40
3242,31,Male,36849,8
3243,47,Male,187633,15
3244,80,Male,128018,82
3245,86,Male,180641,81
3246,54,Female,193374,81
3247,53,Male,194303,65
3248,48,Female,169021,10
3249,41,Male,146396,50
3250,26,Male,176883,75
3251,58,Male,77666,48
3252,86,Female,89618,30
3253,25,Female,69417,49
3254,71,Male,125620,55
3255,85,Female,142923,65
3256,67,Male,87282,24
3257,77,Male,147360,12
3258,45,Male,61043,26
3259,89,Female,176269,32
3260,84,Male,180961,65
3261,64,Female,74184,4
3262,56,Female,189816,87
3263,46,Female,75480,16
3264,80,Female,51849,59
3265,26,Female,60873,42
3266,84,Male,196453,92
3267,29,Female,78823,24
3268,33,Female,155602,17
3269,70,Male,96953,45
3270,56,Female,34007,84
3271,87,Male,21701,30
3272,50,Male,40260,44
3273,62,Female,105875,45
3274,90,Male,160305,88
3275,31,Male,134749,91
3276,23,Female,147907,54
3277,62,Male,121849,55
3278,30,Female,84733,68
3279,79,Female,82390,87
3280,89,Female,189514,55
3281,64,Female,184800,94
3282,39,Female,174532,16
3283,89,Male,130094,74
3284,37,Male,24170,51
3285,57,Male,150628,60
3286,18,Female,193366,13
3287,25,Female,42672,56
3288,64,Male,110253,55
3289,27,Male,199621,74
3290,60,Female,72894,12
3291,24,Male,31376,66
3292,29,Female,182099,65
3293,76,Male,101794,100
3294,33,Female,170713,40
3295,42,Male,37000,65
3296,50,Male,32658,60
3297,28,Female,92602,18
3298,24,Male,186920,60
3299,56,Female,27626,67
3300,68,Male,92798,83
3301,62,Male,72708,51
3302,41,Male,131781,27
3303,22,Male,140377,35
3304,29,Male,94609,69
3305,30,Male,78162,33
3306,72,Male,113863,52
3307,21,Male,96860,95
3308,30,Male,167920,27
3309,19,Female,49337,9
3310,59,Female,175492,98
3311,75,Male,107235,46
3312,40,Female,183235,87
3313,48,Male,27631,27
3314,27,Female,127407,24
3315,71,Female,181441,63
3316,75,Female,57071,15
3317,82,Female,38671,52
3318,76,Female,132151,17
3319,82,Female,163909,13
3320,20,Male,51616,80
3321,39,Male,156933,91
3322,65,Female,78395,26
3323,77,Male,192417,76
3324,85,Male,151908,90
3325,41,Male,84488,12
3326,72,Male,23966,90
3327,36,Female,186432,79
3328,85,Male,31571,25
3329,48,Female,157398,3
3330,20,Male,86102,90
3331,67,Male,71136,84
3332,64,Male,109955,49
3333,59,Male,83809,55
3334,55,Female,94197,62
3335,54,Male,46327,53
3336,85,Male,52329,15
3337,53,Male,119006,41
3338,84,Female,51330,30
3339,38,Female,147919,85
3340,59,Female,77933,45
3341,40,Female,22470,3
3342,32,Female,50208,45
3343,66,Female,32249,7
3344,68,Male,76073,87
3345,40,Male,116177,68
3346,38,Female,129954,25
3347,44,Female,43876,57
3348,44,Female,27833,100
3349,36,Female,103793,40
3350,74,Female,152126,97
3351,59,Female,172384,92
3352,87,Female,48662,65
3353,21,Female,89626,12
3354,61,Male,75018,20
3355,32,Female,184478,96
3356,56,Female,187105,76
3357,32,Female,62958,76
3358,76,Male,25805,44
3359,37,Female,151485,78
3360,51,Male,27708,55
3361,21,Male,114795,55
3362,63,Female,171664,6
3363,73,Male,39737,100
3364,76,Male,142531,82
3365,49,Male,188218,32
3366,65,Female,77561,38
3367,49,Male,128283,13
3368,58,Female,169983,3
3369,45,Female,32207,87
3370,36,Male,180396,25
3371,48,Male,36002,7
3372,76,Female,142010,20
3373,71,Female,158378,24
3374,57,Female,39061,50
3375,22,Female,72430,35
3376,48,Female,86830,34
3377,88,Female,78811,41
3378,75,Male,61014,64
3379,47,Female,199013,29
3380,38,Male,159767,71
3381,82,Female,84480,66
3382,19,Female,147862,93
3383,19,Male,89768,49
3384,37,Female,177047,47
3385,38,Female,55930,46
3386,69,Male,170584,33
3387,29,Female,25380,25
3388,54,Female,120441,33
3389,72,Male,26017,55
3390,22,Female,181537,87
3391,86,Male,135625,63
3392,22,Female,110987,61
3393,50,Female,93941,100
3394,69,Male,123623,47
3395,29,Female,150800,59
3396,35,Female,131116,25
3397,74,Female,95112,31
3398,67,Female,135760,16
3399,44,Female,89947,3
3400,42,Male,77641,34
3401,76,Female,72216,36
3402,39,Male,124407,19
3403,56,Female,54366,66
3404,56,Female,148363,74
3405,49,Female,45933,84
3406,18,Male,149468,53
3407,54,Female,84074,5
3408,26,Female,114811,91
3409,20,Female,134932,15
3410,58,Female,75788,50
3411,50,Male,160812,94
3412,21,Female,83007,58
3413,32,Female,118829,65
3414,84,Female,37680,20
3415,53,Male,169092,61
3416,23,Female,154729,60
3417,53,Female,179044,68
3418,49,Female,42181,76
3419,62,Male,64403,62
3420,22,Female,152816,96
3421,19,Male,187782,15
3422,74,Female,132442,9
3423,28,Female,150677,57
3424,69,Female,26612,59
3425,70,Female,84672,74
3426,72,Female,87335,12
3427,54,Male,173654,11
3428,33,Female,23519,62
3429,50,Female,89880,78
3430,39,Male,37096,89
3431,23,Female,163723,24
3432,72,Male,107356,59
3433,42,Male,136799,66
3434,61,Female,97921,21
3435,21,Male,126892,47
3436,89,Male,48856,32
3437,53,Female,161148,66
3438,53,Male,66889,60
3439,66,Male,179710,25
3440,90,Female,164578,5
3441,19,Male,183183,2
3442,74,Female,51067,25
3443,82,Male,161692,51
3444,46,Male,136722,70
3445,88,Female,66746,5
3446,35,Male,78354,5
3447,80,Male,170339,27
3448,53,Female,40086,19
3449,84,Female,157124,17
3450,59,Female,155131,71
3451,58,Female,51452,21
3452,62,Male,34658,31
3453,64,Male,133768,83
3454,25,Male,104780,10
3455,58,Male,165893,38
3456,45,Male,28387,25
3457,44,Male,114146,41
3458,44,Female,159566,1
3459,45,Male,37672,97
3460,72,Female,67758,17
3461,80,Female,78107,45
3462,26,Female,61482,100
3463,80,Female,45574,15
3464,22,Male,93041,97
3465,43,Male,109186,97
3466,24,Male,185498,88
3467,28,Female,23672,64
3468,32,Male,104078,55
3469,19,Male,90270,18
3470,83,Female,159797,79
3471,31,Male,89407,33
3472,80,Male,139941,30
3473,73,Female,45910,22
3474,26,Male,177066,90
3475,24,Male,143701,85
3476,21,Female,65691,39
3477,71,Female,141047,26
3478,46,Female,193618,51
3479,29,Male,161228,27
3480,76,Female,189013,40
3481,76,Female,75489,14
3482,88,Male,91691,72
3483,47,Male,121198,41
3484,84,Female,185986,45
3485,37,Male,114092,2
3486,59,Female,39898,70
3487,69,Male,151278,27
3488,86,Male,175981,98
3489,83,Female,112428,81
3490,85,Male,32426,46
3491,83,Female,81572,38
3492,44,Male,81482,100
3493,42,Female,63706,40
3494,41,Male,136835,65
3495,22,Male,161922,22
3496,86,Male,67489,73
3497,32,Male,101052,82
3498,25,Male,117776,66
3499,53,Female,171728,43
3500,34,Female,26978,62
3501,57,Male,184121,27
3502,53,Female,21521,86
3503,36,Male,163146,91
3504,81,Female,82568,31
3505,25,Male,21068,2
3506,80,Male,166869,47
3507,86,Male,105604,37
3508,59,Female,169412,58
3509,47,Male,162856,9
3510,81,Male,133876,75
3511,29,Male,40923,91
3512,58,Male,82986,95
3513,41,Male,52426,19
3514,56,Female,45336,1
3515,36,Male,184430,51
3516,40,Male,74201,52
3517,26,Female,110714,15
3518,85,Male,44717,13
3519,30,Female,72499,73
3520,32,Male,125579,70
3521,90,Female,25955,76
3522,39,Male,149372,4
3523,75,Female,109928,87
3524,56,Female,34683,47
3525,67,Male,20221,94
3526,64,Female,140592,1
3527,59,Female,86752,3
3528,33,Female,108023,47
3529,25,Female,111089,16
3530,23,Female,48750,92
3531,25,Male,92167,49
3532,83,Male,94791,23
3533,29,Female,54806,78
3534,42,Male,31848,75
3535,34,Female,78571,48
3536,46,Male,186220,98
3537,44,Male,62846,90
3538,53,Male,110564,27
3539,78,Female,59085,68
3540,22,Female,82922,97
3541,31,Male,75747,19
3542,58,Male,131486,12
3543,19,Male,60113,72
3544,60,Male,108776,85
3545,21,Female,64239,98
3546,33,Female,166384,51
3547,64,Male,119430,58
3548,24,Female,23171,60
3549,61,Female,151290,76
3550,35,Female,146747,36
3551,89,Male,192904,20
3552,43,Female,39329,12
3553,59,Female,124797,44
3554,83,Male,44599,54
3555,31,Female,66734,96
3556,77,Male,103885,1
3557,79,Male,168216,48
3558,77,Female,156749,100
3559,36,Male,147928,82
3560,62,Female,145722,5
3561,83,Male,59717,55
3562,26,Female,110765,55
3563,56,Male,68412,89
3564,32,Male,170822,86
3565,44,Female,88647,96
3566,28,Male,74274,56
3567,73,Male,127386,98
3568,25,Male,181174,1
3569,70,Female,48965,35
3570,31,Male,60774,66
3571,68,Male,116773,33
3572,82,Male,165707,28
3573,49,Male,146536,34
3574,48,Female,74628,66
3575,29,Female,34713,82
3576,69,Male,118631,96
3577,81,Female,25446,70
3578,37,Male,90112,61
3579,83,Male,140264,73
3580,23,Female,129547,65
3581,85,Male,39629,90
3582,39,Male,140407,84
3583,73,Female,85051,66
3584,29,Male,197175,75
3585,53,Male,65177,30
3586,67,Female,162972,55
3587,30,Male,191385,23
3588,42,Female,111066,86
3589,35,Female,163604,93
3590,77,Male,97080,99
3591,46,Female,118552,43
3592,66,Male,186886,43
3593,58,Male,174120,55
3594,18,Male,31004,9
3595,44,Female,173319,28
3596,79,Female,57555,38
3597,58,Female,104897,15
3598,49,Female,32601,87
3599,60,Male,122978,96
3600,45,Male,144351,65
3601,24,Female,198041,15
3602,26,Female,102485,87
3603,27,Female,106768,41
3604,79,Male,181345,59
3605,80,Male,168229,25
3606,21,Female,25565,52
3607,18,Male,174301,55
3608,40,Male,159991,66
3609,21,Female,72166,92
3610,79,Female,100096,7
3611,63,Male,69467,35
3612,41,Female,57596,40
3613,42,Male,76937,39
3614,41,Male,48815,40
3615,85,Male,121775,73
3616,69,Male,175679,36
3617,39,Female,67160,24
3618,20,Male,197042,91
3619,52,Female,133242,57
3620,86,Male,69020,37
3621,90,Male,115968,50
3622,54,Male,90415,28
3623,47,Female,95167,66
3624,18,Male,54340,65
3625,23,Female,87266,66
3626,27,Male,179215,36
3627,82,Female,176612,56
3628,83,Female,101586,32
3629,40,Female,166513,33
3630,22,Female,189414,50
3631,46,Female,193183,12
3632,54,Female,76751,9
3633,21,Female,146006,77
3634,58,Male,92832,29
3635,80,Male,33566,23
3636,36,Female,34352,52
3637,53,Female,36834,19
3638,20,Male,139977,91
3639,66,Female,156388,80
3640,23,Male,150013,9
3641,64,Male,140349,88
3642,32,Female,101020,59
3643,55,Male,89694,38
3644,22,Male,197456,76
3645,51,Male,113899,37
3646,43,Female,40561,5
3647,35,Female,71191,15
3648,42,Male,100684,61
3649,36,Female,24247,13
3650,51,Female,162562,64
3651,37,Female,175983,53
3652,71,Female,174559,1
3653,53,Male,181621,70
3654,48,Female,35589,22
3655,55,Male,106105,72
3656,76,Male,65065,81
3657,60,Male,177525,95
3658,25,Male,177678,4
3659,77,Male,119211,61
3660,62,Female,120080,60
3661,79,Female,25506,15
3662,77,Female,57023,1
3663,62,Female,92947,91
3664,65,Female,37745,62
3665,25,Female,32913,1
3666,53,Male,96696,57
3667,85,Female,91566,26
3668,88,Male,109388,55
3669,73,Female,152729,1
3670,36,Male,170197,100
3671,60,Male,116946,68
3672,30,Male,38755,72
3673,90,Male,62889,29
3674,85,Female,49008,97
3675,75,Male,35172,57
3676,28,Female,150670,10
3677,37,Female,103573,98
3678,74,Female,181613,42
3679,29,Male,31828,76
3680,58,Female,120684,49
3681,29,Male,58293,100
3682,64,Male,194506,97
3683,69,Female,195270,78
3684,68,Female,184312,65
3685,59,Female,127095,30
3686,47,Male,57911,36
3687,27,Female,48624,41
3688,84,Male,196985,62
3689,37,Female,135173,16
3690,41,Female,77644,10
3691,69,Male,192924,74
3692,35,Female,36635,72
3693,85,Female,81933,17
3694,56,Male,134755,7
3695,57,Female,187034,56
3696,60,Female,189822,46
3697,50,Male,148776,61
3698,90,Female,191530,65
3699,20,Male,162450,73
3700,87,Female,90117,34
3701,34,Male,97134,28
3702,90,Male,81591,41
3703,90,Male,85698,7
3704,28,Male,98079,99
3705,27,Male,144694,69
3706,41,Male,81760,48
3707,64,Male,28976,6
3708,29,Male,173133,56
3709,65,Female,34875,20
3710,57,Female,165206,71
3711,77,Female,110780,8
3712,25,Male,184044,69
3713,73,Male,104467,9
3714,25,Male,23787,19
3715,81,Female,37455,5
3716,33,Male,124731,88
3717,34,Male,112385,100
3718,82,Male,26622,19
3719,43,Male,197565,38
3720,79,Female,186610,54
3721,83,Female,148063,9
3722,83,Male,82039,7
3723,54,Female,55842,94
3724,39,Female,102743,26
3725,79,Male,115713,14
3726,35,Male,75384,42
3727,47,Male,97933,33
3728,24,Male,69375,65
3729,74,Male,68263,68
3730,64,Female,128838,6
3731,44,Female,141216,1
3732,18,Male,184846,96
3733,71,Female,56779,58
3734,63,Male,59980,46
3735,82,Female,109525,94
3736,57,Male,63250,36
3737,72,Male,119344,38
3738,27,Male,73025,95
3739,38,Male,20968,13
3740,50,Male,173657,58
3741,86,Female,160727,16
3742,50,Male,84830,59
3743,24,Female,58127,48
3744,55,Female,183439,68
3745,31,Female,150415,48
3746,37,Male,126411,65
3747,81,Female,152430,11
3748,53,Male,115955,22
3749,73,Male,139278,76
3750,80,Male,132966,13
3751,25,Female,196738,18
3752,47,Male,167905,16
3753,64,Female,40703,81
3754,43,Female,147922,1
3755,49,Male,111951,17
3756,90,Female,137820,28
3757,36,Male,146696,100
3758,28,Female,103324,5
3759,75,Male,56812,94
3760,48,Female,193948,64
3761,52,Male,60679,63
3762,76,Male,180896,25
3763,56,Female,71302,81
3764,38,Male,168838,58
3765,66,Male,49966,29
3766,26,Female,138160,24
3767,39,Male,143369,67
3768,86,Male,172915,84
3769,77,Female,127920,78
3770,79,Male,176687,13
3771,30,Male,50033,87
3772,36,Male,173820,40
3773,56,Female,99861,23
3774,70,Female,155227,59
3775,71,Female,44385,56
3776,30,Male,154736,61
3777,72,Male,97183,28
3778,67,Female,199357,50
3779,86,Female,172190,50
3780,68,Female,52796,51
3781,76,Male,169290,100
3782,47,Male,134635,29
3783,42,Female,81701,8
3784,20,Female,127394,77
3785,57,Male,184296,21
3786,30,Male,149293,41
3787,82,Male,136170,32
3788,87,Female,153333,22
3789,55,Female,154048,62
3790,65,Male,172864,6
3791,46,Female,189588,15
3792,33,Female,92753,49
3793,27,Male,147644,48
3794,21,Male,27671,42
3795,66,Female,105122,18
3796,81,Female,21891,69
3797,80,Male,109634,56
3798,74,Male,44143,76
3799,44,Male,129072,34
3800,80,Male,41363,83
3801,31,Male,83785,14
3802,60,Male,74964,32
3803,84,Male,60196,71
3804,73,Female,143715,91
3805,66,Male,95982,2
3806,57,Male,115110,47
3807,72,Female,30409,78
3808,60,Male,29074,49
3809,27,Male,174674,27
3810,77,Male,133729,78
3811,83,Male,192037,31
3812,58,Female,137039,1
3813,73,Male,157561,85
3814,67,Male,78813,65
3815,42,Female,33096,36
3816,20,Female,179133,33
3817,48,Male,181112,83
3818,55,Male,116542,6
3819,79,Male,69505,6
3820,23,Female,148711,68
3821,31,Male,91553,2
3822,76,Female,51875,72
3823,46,Female,38181,88
3824,77,Female,113603,54
3825,29,Female,106404,74
3826,56,Male,169958,2
3827,28,Male,126691,21
3828,79,Male,76524,67
3829,54,Female,119827,56
3830,65,Female,23667,35
3831,65,Female,93921,7
3832,87,Male,106323,82
3833,31,Female,101223,46
3834,30,Male,50922,8
3835,79,Male,112011,38
3836,63,Female,144879,93
3837,41,Male,121559,68
3838,42,Male,138358,55
3839,52,Female,29078,76
3840,58,Female,21242,42
3841,84,Female,161911,10
3842,50,Female,72543,21
3843,37,Male,92328,32
3844,40,Female,146492,59
3845,51,Male,77019,62
3846,20,Male,147745,99
3847,40,Male,121061,92
3848,25,Male,44559,72
3849,38,Female,43230,52
3850,35,Female,149517,33
3851,34,Female,119301,57
3852,89,Male,157605,13
3853,40,Male,63731,46
3854,75,Female,31424,77
3855,35,Male,189120,59
3856,71,Male,21016,35
3857,22,Female,185102,73
3858,31,Female,127619,47
3859,54,Male,21173,13
3860,39,Male,76804,22
3861,42,Female,135193,65
3862,42,Female,53606,26
3863,71,Female,65032,70
3864,19,Male,62031,47
3865,60,Female,57625,64
3866,68,Female,94345,91
3867,77,Female,115894,83
3868,64,Male,174870,71
3869,19,Male,180429,62
3870,79,Male,179534,48
3871,20,Male,64695,16
3872,73,Female,94598,40
3873,36,Male,70343,89
3874,71,Male,48514,23
3875,80,Male,178191,44
3876,65,Female,54449,22
3877,35,Female,181867,87
3878,29,Male,179900,23
3879,87,Female,169811,59
3880,79,Male,79110,60
3881,46,Female,44427,52
3882,42,Female,176184,15
3883,56,Female,61919,91
3884,64,Male,67360,72
3885,51,Male,42581,87
3886,80,Male,85231,27
3887,84,Female,97325,63
3888,26,Male,23515,12
3889,59,Male,167647,43
3890,80,Male,108549,89
3891,89,Male,117993,8
3892,22,Male,97641,72
3893,35,Female,56234,13
3894,49,Female,133755,74
3895,60,Female,65378,62
3896,55,Female,37514,66
3897,45,Female,89210,62
3898,24,Male,126757,82
3899,83,Male,31894,95
3900,54,Female,42261,86
3901,40,Female,26528,18
3902,81,Male,138687,3
3903,89,Male,184970,61
3904,75,Male,50377,86
3905,37,Male,154590,53
3906,28,Male,159032,1
3907,26,Male,188741,78
3908,30,Female,161681,11
3909,30,Male,39154,55
3910,74,Female,63368,19
3911,53,Male,192621,91
3912,43,Female,92948,54
3913,46,Female,133156,49
3914,60,Male,27289,76
3915,90,Male,160259,49
3916,84,Female,43919,31
3917,52,Female,44697,16
3918,61,Female,189569,1
3919,62,Male,25079,86
3920,30,Female,173612,68
3921,39,Male,191965,82
3922,73,Female,91143,54
3923,62,Female,103913,24
3924,27,Female,56856,11
3925,22,Male,148013,16
3926,32,Female,74091,17
3927,35,Male,181214,100
3928,89,Female,100973,8
3929,39,Male,91412,84
3930,86,Male,68024,51
3931,63,Female,112683,69
3932,27,Male,111957,46
3933,73,Male,86274,63
3934,44,Male,76772,78
3935,90,Male,145535,22
3936,74,Female,69978,56
3937,41,Female,138043,81
3938,39,Female,104324,100
3939,30,Male,146739,46
3940,50,Male,92073,17
3941,34,Female,45638,42
3942,60,Female,76835,82
3943,34,Female,33138,54
3944,20,Female,173853,39
3945,65,Female,31842,90
3946,54,Male,92756,66
3947,75,Female,160958,17
3948,54,Female,39775,32
3949,65,Female,64430,33
3950,50,Male,143240,70
3951,85,Female,150066,53
3952,71,Male,88487,13
3953,75,Female,109379,20
3954,70,Female,104816,48
3955,48,Male,48128,14
3956,19,Male,48739,43
3957,89,Female,161866,15
3958,83,Male,74697,53
3959,75,Male,193450,5
3960,88,Female,68208,52
3961,26,Male,72229,32
3962,45,Male,102743,64
3963,21,Male,134170,75
3964,20,Male,146525,15
